period,zip,income,ad,mm,bkd
0,5,3793,0,0,1
1,5,30363,0,0,1
0,5,7003,0,0,0
1,5,NA,1,0,1
0,5,13892,0,0,1
1,5,2969,0,0,0
0,5,13966,0,0,0
1,5,9938,0,0,0
0,5,7521,0,0,0
1,5,NA,1,0,0
0,5,53607,0,0,0
1,5,4381,0,0,0
0,5,12439,0,0,0
1,5,1302,1,0,1
0,5,7862,0,0,1
1,5,9345,0,0,0
0,5,72133,0,0,0
1,5,5895,0,0,0
0,5,6450,0,0,0
1,5,3814,0,0,0
0,5,18467,0,0,0
1,5,48925,0,0,0
0,5,NA,0,0,0
1,5,10079,0,0,1
0,5,60491,0,0,0
1,5,7783,0,0,1
0,5,30621,0,0,1
1,5,22776,0,0,0
0,5,4182,0,0,0
1,5,NA,1,0,1
0,5,34170,0,0,0
1,5,9469,0,0,0
0,5,6248,0,0,0
1,5,10441,0,0,1
0,5,34822,0,0,0
1,5,8775,0,0,1
0,5,2368,0,0,0
1,5,13374,0,0,0
0,5,NA,0,0,1
1,5,4841,0,0,0
0,5,12161,0,0,0
1,5,4545,0,0,0
0,5,17340,0,0,0
1,5,13513,0,0,1
0,5,14917,0,0,0
1,5,8280,0,0,0
0,5,7590,0,0,1
1,5,36879,0,0,1
0,5,17138,0,0,0
1,5,12798,0,0,0
0,5,621,0,0,0
1,5,4308,0,0,0
0,5,33085,0,0,0
1,5,10271,0,0,1
0,5,4608,0,0,0
1,5,9943,0,0,0
0,5,10597,0,0,1
1,5,9344,1,0,0
0,5,25351,0,0,0
1,5,70603,0,0,1
0,5,41441,0,0,0
1,5,53641,1,0,0
0,5,11093,0,0,0
1,5,35893,0,0,0
0,5,5784,0,0,0
1,5,13423,0,0,0
0,5,NA,0,0,1
1,5,15231,0,0,0
0,5,11369,0,0,0
1,5,8602,1,0,0
0,5,33363,0,0,0
1,5,126770,0,0,1
0,5,23297,0,0,0
1,5,11881,0,0,1
0,5,122728,0,0,0
1,5,7081,1,0,0
0,5,47833,0,0,1
1,5,10123,1,0,1
0,5,5554,0,0,0
1,5,52169,0,0,0
0,5,2551,0,0,0
1,5,11335,0,0,1
0,5,NA,0,0,0
1,5,9913,0,0,0
0,5,2999,0,0,0
1,5,8124,0,0,0
0,5,3252,0,0,0
1,5,105568,0,0,1
0,5,2409,0,0,0
1,5,1878,0,0,0
0,5,30995,0,0,0
1,5,38230,0,0,1
0,5,12682,0,0,0
1,5,12546,0,0,0
0,5,31856,0,0,1
1,5,NA,1,0,1
0,5,3144,0,0,0
1,5,56865,0,0,0
0,5,18769,0,0,1
1,5,10988,0,0,0
0,5,54671,0,0,1
1,5,NA,1,0,0
0,5,55376,0,0,1
1,5,11531,0,0,0
0,5,33527,0,0,0
1,5,NA,1,0,0
0,5,9198,0,0,1
1,5,89427,0,0,1
0,5,18136,0,0,0
1,5,14607,0,0,0
0,5,26184,0,0,0
1,5,22781,1,0,0
0,5,7617,0,0,0
1,5,14629,0,0,0
0,5,NA,0,0,1
1,5,NA,1,0,0
0,5,11472,0,0,1
1,5,32153,0,0,0
0,5,23050,0,0,0
1,5,9006,0,0,0
0,5,5225,0,0,1
1,5,36017,0,0,0
0,5,17375,0,0,0
1,5,24989,0,0,1
0,5,11529,0,0,0
1,5,2957,1,0,0
0,5,16532,0,0,0
1,5,168471,0,0,0
0,5,3577,0,0,1
1,5,5763,0,0,1
0,5,4056,0,0,0
1,5,10709,0,0,0
0,5,61414,0,0,1
1,5,13235,0,0,0
0,5,11949,0,0,1
1,5,4253,0,0,1
0,5,16469,0,0,0
1,5,43446,0,0,1
0,5,NA,0,0,0
1,5,57448,0,0,1
0,5,6463,0,0,0
1,5,9328,0,0,0
0,5,28322,0,0,0
1,5,NA,1,0,0
0,5,20318,0,0,0
1,5,NA,1,0,0
0,5,10071,0,0,1
1,5,6109,1,0,1
0,5,6096,0,0,0
1,5,7518,0,0,0
0,5,10190,0,0,0
1,5,15341,1,0,0
0,5,NA,0,0,1
1,5,9272,0,0,0
0,5,6548,0,0,0
1,5,77661,0,1,0
0,5,41681,0,0,1
1,5,30970,0,0,0
0,5,84450,0,0,1
1,5,NA,1,0,0
0,5,NA,0,0,0
1,5,52596,0,0,0
0,5,20972,0,0,0
1,5,28804,0,0,0
0,5,16404,0,0,0
1,5,13810,0,0,1
0,5,3190,0,0,0
1,5,32420,0,0,1
0,5,NA,0,0,1
1,5,124706,0,0,1
0,5,18283,0,0,1
1,5,13850,0,0,0
0,5,18508,0,0,0
1,5,48527,0,0,0
0,5,67592,0,0,0
1,5,NA,1,0,0
0,6,47327,0,0,0
1,6,15116,1,0,1
0,6,25547,0,0,0
1,6,50828,0,0,1
0,6,591336,0,1,1
1,6,14714,1,0,1
0,6,7962,0,0,0
1,6,24255,0,0,0
0,6,10350,0,0,0
1,6,NA,1,0,0
0,6,21847,0,0,0
1,6,57915,0,0,0
0,6,5948,0,0,0
1,6,4652,0,0,0
0,6,74469,0,0,0
1,6,19455,0,0,0
0,6,6174,0,0,0
1,6,5307,0,0,0
0,6,NA,0,0,0
1,6,28030,0,0,1
0,6,9166,0,0,0
1,6,59422,0,0,0
0,6,19819,0,1,0
1,6,18891,0,0,1
0,6,15291,0,0,0
1,6,11533,0,0,0
0,6,13133,0,0,1
1,6,49367,0,0,0
0,6,4072,0,0,0
1,6,46043,0,0,1
0,6,NA,0,1,1
1,6,32380,0,0,0
0,6,14649,0,0,0
1,6,4043,0,0,0
0,6,21971,0,0,0
1,6,8202,0,0,0
0,6,47808,0,0,0
1,6,6787,0,0,0
0,6,2599,0,0,0
1,6,6611,0,0,1
0,6,NA,0,0,1
1,6,6800,0,0,0
0,6,12246,0,0,0
1,6,8563,0,0,0
0,6,NA,0,0,0
1,6,21559,0,0,1
0,6,4851,0,0,0
1,6,33215,0,0,1
0,6,15491,0,0,0
1,6,NA,1,0,1
0,6,2027,0,0,0
1,6,11491,1,0,0
0,6,8910,0,0,0
1,6,36238,0,0,1
0,6,62404,0,0,0
1,6,53200,0,0,1
0,6,5101,0,0,0
1,6,7006,0,0,0
0,6,14201,0,0,0
1,6,5383,0,0,0
0,6,NA,0,0,0
1,6,34266,0,0,0
0,6,16626,0,0,0
1,6,28709,0,0,0
0,6,4663,0,0,0
1,6,11049,0,0,0
0,6,4814,0,0,0
1,6,6776,1,0,0
0,6,19531,0,0,0
1,6,6874,0,0,0
0,6,5751,0,0,1
1,6,4207,1,0,1
0,6,3701,0,0,0
1,6,6553,0,0,1
0,6,85337,0,1,0
1,6,8062,0,0,0
0,6,5102,0,0,0
1,6,3809,1,0,0
0,6,NA,0,0,0
1,6,10473,0,0,0
0,6,19983,0,0,0
1,6,11706,0,0,0
0,6,NA,0,0,0
1,6,31909,0,0,0
0,6,44651,0,0,0
1,6,19812,0,0,0
0,6,47331,0,0,1
1,6,14386,0,0,1
0,6,39478,0,0,0
1,6,13261,0,0,1
0,6,7856,0,0,0
1,6,4585,1,0,1
0,6,7644,0,0,0
1,6,7346,1,0,1
0,6,27630,0,0,0
1,6,14742,1,0,0
0,6,8269,0,0,0
1,6,6325,0,0,0
0,6,70492,0,0,0
1,6,12257,0,0,1
0,6,4455,0,0,1
1,6,10103,1,0,0
0,6,17049,0,0,1
1,6,35725,0,0,0
0,6,14266,0,0,1
1,6,17369,0,0,1
0,6,5492,0,0,0
1,6,NA,1,0,0
0,6,17162,0,0,1
1,6,32452,0,0,1
0,6,72944,0,0,0
1,6,18573,0,0,0
0,6,11708,0,0,0
1,6,NA,1,0,0
0,6,8727,0,0,1
1,6,6221,0,0,0
0,6,22482,0,0,1
1,6,3579,0,0,0
0,6,2711,0,0,1
1,6,7968,0,0,0
0,6,45929,0,0,0
1,6,17560,1,0,0
0,6,9474,0,0,0
1,6,30338,0,0,0
0,6,10928,0,0,0
1,6,13844,0,0,0
0,6,16706,0,0,0
1,6,46136,0,0,0
0,6,56564,0,0,1
1,6,55998,0,0,1
0,6,41341,0,0,1
1,6,21591,0,0,0
0,6,101743,0,0,1
1,6,119786,0,0,0
0,6,NA,0,0,0
1,6,12468,0,0,1
0,6,5489,0,0,0
1,6,18836,0,0,0
0,6,8914,0,0,0
1,6,20446,0,0,0
0,6,8956,0,0,0
1,6,39020,0,0,0
0,6,NA,0,0,1
1,6,40723,0,0,1
0,6,32610,0,0,1
1,6,16122,0,0,1
0,6,137503,0,0,1
1,6,14342,0,0,1
0,6,61504,0,0,0
1,6,75048,0,0,0
0,6,18232,0,0,0
1,6,600,0,0,0
0,6,11166,0,0,0
1,6,24530,0,0,0
0,6,4215,0,0,0
1,6,4270,0,0,0
0,6,38444,0,0,1
1,6,948,1,0,0
0,6,19617,0,0,0
1,6,11867,1,0,0
0,6,8039,0,0,1
1,6,16546,0,0,0
0,6,NA,0,0,1
1,6,19882,0,0,1
0,6,17581,0,0,1
1,6,9093,0,0,1
0,6,20112,0,0,1
1,6,62210,0,0,0
0,6,30265,0,0,1
1,6,69398,0,0,0
0,6,11798,0,0,0
1,6,27824,0,0,0
0,6,25692,0,0,1
1,6,7386,0,0,0
0,6,6862,0,0,1
1,6,NA,1,0,0
0,6,6791,0,0,0
1,6,40186,0,0,1
0,6,11901,0,0,0
1,6,5174,0,0,0
0,6,NA,0,0,0
1,6,4648,0,0,0
0,6,2210,0,0,0
1,6,6416,0,0,1
0,6,41109,0,0,1
1,6,8687,0,0,0
0,6,88197,0,0,1
1,6,13068,0,0,0
0,6,6079,0,0,0
1,6,11684,0,0,0
0,6,8617,0,0,0
1,6,9963,0,0,1
0,6,16491,0,0,1
1,6,16862,0,0,1
0,6,33155,0,0,1
1,6,26642,0,0,0
0,6,33766,0,0,0
1,6,17725,0,0,1
0,6,6931,0,0,0
1,6,24341,0,0,0
0,6,23464,0,0,0
1,6,10373,0,0,0
0,6,NA,0,0,0
1,6,46432,0,0,1
0,6,59340,0,0,0
1,6,17413,1,0,0
0,6,10491,0,0,0
1,6,NA,1,0,0
0,6,4478,0,0,0
1,6,6239,0,0,0
0,6,36338,0,0,0
1,6,6156,0,0,0
0,6,37955,0,0,0
1,6,6061,0,0,1
0,6,26623,0,0,0
1,6,12947,0,0,0
0,6,37886,0,0,1
1,6,58675,0,0,0
0,6,14004,0,0,0
1,6,28728,1,0,1
0,6,2568,0,0,0
1,6,11943,0,0,0
0,6,4631,0,0,1
1,6,19054,1,0,0
0,6,15315,0,0,0
1,6,12276,0,0,0
0,6,12865,0,0,0
1,6,40209,0,0,0
0,6,13314,0,0,0
1,6,99192,0,0,0
0,6,NA,0,0,0
1,6,NA,1,0,0
0,6,NA,0,0,1
1,6,4988,0,0,1
0,6,7005,0,0,1
1,6,10436,0,0,0
0,6,17022,0,0,0
1,6,12233,0,0,0
0,6,9785,0,0,0
1,6,106607,0,0,0
0,6,17547,0,0,0
1,6,46287,1,0,0
0,6,795,0,0,0
1,6,48005,0,0,0
0,6,57674,0,0,1
1,6,9585,0,0,0
0,6,12403,0,0,0
1,6,82317,0,0,0
0,6,16184,0,0,0
1,6,43859,0,0,0
0,7,NA,0,0,1
1,7,14567,0,0,1
0,7,12743,0,0,1
1,7,4125,0,0,0
0,7,2011,0,0,0
1,7,16686,0,0,0
0,7,22350,0,0,0
1,7,10320,0,0,0
0,7,NA,0,0,1
1,7,27430,0,0,0
0,7,NA,0,0,0
1,7,17934,0,0,0
0,7,62323,0,0,0
1,7,23376,0,0,1
0,7,38040,0,0,1
1,7,27747,0,0,0
0,7,95835,0,0,0
1,7,18906,0,0,1
0,7,6342,0,0,0
1,7,10769,0,0,1
0,7,21644,0,0,0
1,7,13035,0,0,0
0,7,14404,0,0,1
1,7,33180,0,0,0
0,7,7858,0,0,0
1,7,2504,0,0,0
0,7,128561,0,0,1
1,7,26371,0,0,0
0,7,48776,0,0,0
1,7,12490,0,0,0
0,7,18740,0,0,0
1,7,1982,0,0,0
0,7,24412,0,0,0
1,7,NA,1,0,0
0,7,6892,0,0,1
1,7,10051,1,0,1
0,7,65408,0,0,0
1,7,27290,0,0,1
0,7,13250,0,0,1
1,7,24684,0,0,0
0,7,4439,0,0,1
1,7,NA,1,0,0
0,7,2530,0,0,0
1,7,6251,0,0,0
0,7,33574,0,0,0
1,7,54022,0,0,0
0,7,3017,0,0,0
1,7,31136,0,0,0
0,7,24016,0,0,0
1,7,16474,0,0,0
0,7,9124,0,0,0
1,7,7251,1,0,1
0,7,19863,0,0,0
1,7,57022,0,0,0
0,7,3852,0,0,0
1,7,5970,0,0,0
0,7,87790,0,0,1
1,7,5103,0,0,0
0,7,1235,0,0,1
1,7,17366,0,0,0
0,7,24077,0,0,0
1,7,17284,0,0,0
0,7,7125,0,0,0
1,7,NA,1,0,0
0,7,14292,0,0,0
1,7,42884,0,0,1
0,7,23058,0,0,1
1,7,34140,0,0,1
0,7,23631,0,0,0
1,7,25665,0,0,0
0,7,NA,0,0,0
1,7,1733,0,0,0
0,7,28643,0,0,0
1,7,4436,0,0,0
0,7,24538,0,0,0
1,7,63550,0,0,0
0,7,10900,0,0,0
1,7,7606,1,0,1
0,7,15655,0,0,1
1,7,83304,0,0,0
0,7,18880,0,0,0
1,7,19803,0,0,0
0,7,9881,0,0,1
1,7,10068,0,0,0
0,7,14838,0,0,1
1,7,3482,0,0,0
0,7,58626,0,0,0
1,7,12202,0,0,0
0,7,2307,0,0,0
1,7,16770,0,0,1
0,7,13411,0,0,1
1,7,2844,0,0,0
0,7,132524,0,0,1
1,7,5584,1,0,0
0,7,4408,0,0,0
1,7,26799,1,0,0
0,7,NA,0,0,0
1,7,14030,0,0,0
0,7,21421,0,0,0
1,7,5668,1,0,1
0,7,44360,0,0,0
1,7,NA,1,0,0
0,7,NA,0,0,0
1,7,36060,0,0,0
0,7,46341,0,0,0
1,7,8203,1,0,0
0,7,27604,0,0,1
1,7,6345,0,0,0
0,7,158638,0,0,1
1,7,26945,1,0,0
0,7,16465,0,0,0
1,7,10450,0,0,1
0,7,13688,0,0,0
1,7,5674,0,0,0
0,7,18184,0,0,0
1,7,30588,0,0,0
0,7,10213,0,0,0
1,7,7572,0,0,0
0,7,3346,0,0,1
1,7,30144,0,0,0
0,7,23828,0,1,1
1,7,13815,0,0,1
0,7,9835,0,0,0
1,7,22097,1,0,0
0,7,4314,0,0,1
1,7,3913,0,0,1
0,7,NA,0,0,0
1,7,11891,0,0,0
0,7,37629,0,0,1
1,7,34873,0,0,0
0,7,9698,0,0,0
1,7,70463,0,0,0
0,7,5427,0,0,0
1,7,10425,1,0,1
0,7,NA,0,0,1
1,7,20011,0,0,0
0,7,2962,0,0,0
1,7,NA,1,0,0
0,7,57060,0,0,0
1,7,NA,1,0,1
0,7,15722,0,0,0
1,7,54235,0,0,0
0,7,27767,0,0,0
1,7,44519,0,0,0
0,7,20386,0,0,0
1,7,22858,0,0,0
0,7,2062,0,0,0
1,7,9964,0,0,0
0,7,47045,0,0,0
1,7,18884,0,0,0
0,7,5045,0,0,0
1,7,6545,1,0,0
0,7,9789,0,0,1
1,7,142443,0,0,0
0,7,14260,0,0,1
1,7,8956,0,0,0
0,7,2105,0,0,0
1,7,2548,0,0,1
0,7,57935,0,0,0
1,7,7285,0,0,0
0,7,86338,0,0,1
1,7,12280,0,0,0
0,7,1666,0,0,0
1,7,152943,0,0,1
0,7,5781,0,0,0
1,7,10285,0,0,1
0,7,18784,0,0,1
1,7,15133,0,0,1
0,7,3737,0,0,0
1,7,3768,0,0,1
0,7,68901,0,0,1
1,7,8403,0,0,0
0,7,39056,0,0,0
1,7,NA,1,0,0
0,7,7830,0,0,0
1,7,8416,0,0,1
0,7,2326,0,0,0
1,7,114085,0,0,1
0,7,8011,0,0,1
1,7,11694,1,0,0
0,7,4363,0,0,1
1,7,35839,0,0,0
0,7,NA,0,0,1
1,7,21423,0,0,0
0,7,11434,0,0,1
1,7,3214,0,0,0
0,7,75775,0,0,1
1,7,34075,0,0,0
0,7,16380,0,0,1
1,7,56907,0,0,0
0,7,62526,0,0,1
1,7,10749,0,0,1
0,7,5009,0,0,0
1,7,44716,1,0,1
0,7,34134,0,0,0
1,7,10336,0,0,0
0,7,NA,0,1,1
1,7,1334,0,0,0
0,7,16927,0,0,0
1,7,NA,1,0,0
0,7,75145,0,0,0
1,7,45282,0,0,1
0,7,19795,0,0,0
1,7,37561,1,0,0
0,7,29804,0,0,0
1,7,16605,1,0,0
0,7,NA,0,0,1
1,7,57588,0,0,0
0,7,12011,0,0,1
1,7,12714,0,0,0
0,7,21982,0,0,0
1,7,17263,0,0,1
0,7,2366,0,0,0
1,7,11142,0,0,0
0,7,31481,0,0,0
1,7,58433,0,0,1
0,7,4789,0,0,0
1,7,8904,1,0,0
0,7,1483,0,0,0
1,7,46229,0,0,0
0,7,17153,0,0,1
1,7,37641,0,0,0
0,7,9717,0,0,1
1,7,21134,0,0,0
0,7,45338,0,0,1
1,7,13503,0,0,0
0,7,39874,0,0,1
1,7,32820,0,0,0
0,7,3478,0,0,0
1,7,23254,0,0,0
0,7,1421,0,0,1
1,7,NA,1,0,0
0,7,9822,0,0,0
1,7,40981,0,0,1
0,7,NA,0,0,1
1,7,9392,0,0,1
0,7,14583,0,0,0
1,7,20517,0,0,0
0,7,6197,0,0,0
1,7,NA,1,0,1
0,7,4925,0,0,0
1,7,3677,0,0,0
0,7,10100,0,0,0
1,7,16752,0,0,1
0,7,3557,0,0,0
1,7,NA,1,0,0
0,7,8752,0,0,0
1,7,23293,0,0,1
0,7,19680,0,0,0
1,7,11740,0,0,0
0,8,2447,0,0,0
1,8,3463,0,0,1
0,8,1349,0,0,0
1,8,66814,0,0,1
0,8,11932,0,0,0
1,8,NA,1,0,0
0,8,3991,0,0,0
1,8,75322,0,0,1
0,8,50198,0,0,0
1,8,8023,0,0,0
0,8,34951,0,0,0
1,8,30608,0,0,0
0,8,14778,0,0,0
1,8,77234,0,0,1
0,8,12940,0,0,0
1,8,130009,0,0,1
0,8,5176,0,0,0
1,8,63572,0,0,1
0,8,10134,0,0,0
1,8,24389,0,0,0
0,8,15930,0,0,0
1,8,14980,0,0,0
0,8,15671,0,0,1
1,8,42848,0,0,0
0,8,17660,0,0,0
1,8,NA,1,0,1
0,8,19170,0,0,0
1,8,NA,1,0,1
0,8,16222,0,0,0
1,8,11191,0,0,0
0,8,21068,0,0,1
1,8,46191,0,0,1
0,8,38618,0,0,0
1,8,46334,0,0,1
0,8,96796,0,0,1
1,8,24457,1,0,1
0,8,19997,0,0,0
1,8,80854,1,0,0
0,8,16051,0,0,1
1,8,6244,0,0,1
0,8,7007,0,0,0
1,8,8894,0,0,0
0,8,4080,0,0,1
1,8,70672,0,0,0
0,8,9450,0,0,0
1,8,52396,0,0,0
0,8,NA,0,0,0
1,8,11434,1,0,0
0,8,24778,0,1,0
1,8,9627,0,0,1
0,8,NA,0,0,1
1,8,5818,0,0,1
0,8,55609,0,0,1
1,8,40832,0,0,0
0,8,43425,0,0,0
1,8,47682,0,0,1
0,8,31590,0,1,0
1,8,31439,0,0,0
0,8,7007,0,0,0
1,8,26894,0,0,0
0,8,11765,0,0,0
1,8,NA,0,0,1
0,8,35597,0,0,1
1,8,NA,1,0,1
0,8,1859,0,0,1
1,8,4538,1,0,0
0,8,6444,0,0,0
1,8,9514,0,0,0
0,8,9697,0,0,0
1,8,32574,0,0,0
0,8,13498,0,0,0
1,8,12696,0,0,0
0,8,56229,0,0,0
1,8,2077,0,0,1
0,8,NA,0,0,1
1,8,40580,0,0,1
0,8,50128,0,0,0
1,8,13930,0,0,0
0,8,11092,0,0,0
1,8,14263,0,0,1
0,8,11120,0,0,0
1,8,11193,0,0,0
0,8,4420,0,0,0
1,8,14059,0,0,1
0,8,21628,0,0,0
1,8,9803,0,0,1
0,8,5621,0,0,0
1,8,3351,0,0,0
0,8,11612,0,0,0
1,8,NA,1,0,0
0,8,9790,0,0,1
1,8,9054,0,0,0
0,8,276234,0,0,1
1,8,2417,0,0,0
0,8,19735,0,0,0
1,8,NA,1,0,0
0,8,10604,0,0,0
1,8,55899,0,0,0
0,8,38294,0,0,0
1,8,18051,1,0,0
0,8,5326,0,0,0
1,8,23646,1,0,1
0,8,12417,0,0,1
1,8,7056,0,0,1
0,8,19908,0,0,0
1,8,30546,0,0,1
0,8,15811,0,0,0
1,8,39990,0,0,0
0,8,1389,0,0,0
1,8,35814,0,0,1
0,8,9668,0,0,1
1,8,NA,1,0,1
0,8,53919,0,0,0
1,8,19676,0,0,0
0,8,18705,0,0,0
1,8,1233,0,0,1
0,8,NA,0,0,0
1,8,36198,0,0,0
0,8,4153,0,0,1
1,8,15294,0,0,0
0,8,23194,0,0,0
1,8,12011,0,0,0
0,8,7305,0,0,1
1,8,3970,0,0,0
0,8,NA,0,0,0
1,8,2541,0,0,0
0,8,6784,0,0,1
1,8,15307,0,0,0
0,8,6518,0,0,0
1,8,14541,0,0,0
0,8,40449,0,0,0
1,8,17426,0,0,0
0,8,19631,0,0,1
1,8,84669,0,0,1
0,8,15311,0,0,0
1,8,22767,0,0,0
0,8,2354,0,0,0
1,8,17648,1,0,1
0,8,8003,0,0,1
1,8,5032,0,0,0
0,8,46629,0,0,1
1,8,16749,0,0,1
0,8,44044,0,0,1
1,8,6899,1,0,0
0,8,1549,0,0,0
1,8,20142,0,0,0
0,8,43951,0,0,0
1,8,NA,1,0,0
0,8,41556,0,0,0
1,8,49417,0,0,0
0,8,9245,0,0,0
1,8,NA,1,0,0
0,8,10639,0,0,1
1,8,26100,0,0,0
0,8,5240,0,0,1
1,8,11659,0,0,0
0,8,3976,0,0,0
1,8,17915,0,0,0
0,8,26905,0,0,0
1,8,18127,0,0,1
0,8,9036,0,0,0
1,8,13480,0,0,0
0,8,3310,0,0,0
1,8,13699,1,0,0
0,8,2899,0,0,1
1,8,NA,1,0,0
0,8,98584,0,0,0
1,8,34607,0,0,0
0,8,NA,0,0,1
1,8,NA,1,0,0
0,8,12304,0,0,0
1,8,24615,0,0,0
0,8,2752,0,0,0
1,8,41831,0,0,0
0,8,NA,0,0,0
1,8,43832,0,0,0
0,8,2635,0,0,0
1,8,53886,0,0,0
0,8,10349,0,0,1
1,8,71219,0,0,0
0,8,16786,0,0,0
1,8,9041,0,0,1
0,8,28167,0,0,0
1,8,16145,0,0,0
0,8,NA,0,0,0
1,8,6995,0,0,1
0,8,190552,0,0,0
1,8,6621,1,0,0
0,8,29935,0,0,0
1,8,13852,0,0,0
0,8,6184,0,0,0
1,8,4262,0,0,0
0,8,3862,0,0,0
1,8,4195,1,0,0
0,8,3833,0,0,0
1,8,NA,1,0,0
0,8,13506,0,0,0
1,8,126344,0,0,1
0,8,NA,0,0,0
1,8,88949,0,0,0
0,8,28292,0,0,1
1,8,39858,1,0,0
0,8,27306,0,0,0
1,8,11448,0,0,1
0,8,43094,0,0,1
1,8,16976,0,0,0
0,8,48118,0,0,0
1,8,7696,0,0,1
0,8,46716,0,1,1
1,8,12527,1,0,1
0,8,7055,0,0,0
1,8,2503,1,0,0
0,8,86450,0,0,1
1,8,28764,0,0,1
0,8,16184,0,0,1
1,8,34339,0,1,0
0,8,18054,0,0,1
1,8,4616,0,0,0
0,8,2048,0,0,1
1,8,13899,0,0,0
0,8,12517,0,0,0
1,8,5940,0,0,1
0,8,25974,0,0,0
1,8,12484,0,0,1
0,8,39072,0,0,0
1,8,62249,0,0,0
0,8,9159,0,0,1
1,8,NA,1,0,1
0,8,19751,0,0,1
1,8,71169,0,0,1
0,8,3020,0,0,0
1,8,7407,0,0,0
0,8,8365,0,0,1
1,8,24895,0,0,1
0,8,185525,0,0,1
1,8,10761,0,0,1
0,8,11171,0,0,0
1,8,3117,0,0,0
0,8,6040,0,0,1
1,8,36914,0,0,0
0,8,8122,0,0,0
1,8,10521,1,0,1
0,8,12023,0,0,0
1,8,16080,0,0,1
0,8,86442,0,0,1
1,8,59506,0,0,1
0,8,NA,0,0,1
1,8,2679,0,0,0
0,8,10774,0,0,0
1,8,48568,0,0,0
0,9,13718,0,0,1
1,9,25549,0,0,1
0,9,9716,0,0,0
1,9,2868,0,0,0
0,9,5560,0,0,0
1,9,NA,1,0,1
0,9,14310,0,0,0
1,9,NA,1,0,1
0,9,44248,0,0,1
1,9,37528,0,0,0
0,9,NA,0,0,1
1,9,3790,0,0,0
0,9,10100,0,0,1
1,9,13589,0,0,1
0,9,NA,0,0,0
1,9,14383,0,0,1
0,9,2316,0,0,0
1,9,NA,1,0,1
0,9,34237,0,0,0
1,9,23666,0,0,0
0,9,68476,0,0,1
1,9,13303,0,0,1
0,9,12654,0,0,0
1,9,NA,1,0,0
0,9,NA,0,0,0
1,9,23846,0,0,1
0,9,5718,0,0,1
1,9,NA,1,0,1
0,9,15562,0,0,0
1,9,40336,0,0,0
0,9,64745,0,0,0
1,9,12259,1,0,0
0,9,12095,0,0,0
1,9,17743,0,0,1
0,9,9621,0,0,1
1,9,92305,0,0,1
0,9,17441,0,0,0
1,9,44316,0,0,1
0,9,27137,0,0,0
1,9,76570,0,0,0
0,9,15082,0,0,1
1,9,1277,1,0,0
0,9,34182,0,0,1
1,9,6612,1,0,1
0,9,30567,0,0,0
1,9,7019,1,0,1
0,9,16912,0,0,0
1,9,10682,0,0,0
0,9,14538,0,0,1
1,9,9657,0,0,0
0,9,6950,0,0,1
1,9,22622,0,0,0
0,9,5507,0,0,0
1,9,13978,0,0,1
0,9,13766,0,0,1
1,9,9815,0,0,0
0,9,NA,0,0,1
1,9,2867,1,0,0
0,9,19177,0,0,1
1,9,5548,0,0,0
0,9,4862,0,0,0
1,9,17757,0,0,1
0,9,165754,0,1,1
1,9,77062,0,0,0
0,9,22326,0,0,1
1,9,9675,0,0,0
0,9,143319,0,0,1
1,9,14703,0,0,0
0,9,7622,0,0,1
1,9,NA,1,0,1
0,9,10366,0,0,0
1,9,98554,0,0,1
0,9,55051,0,0,1
1,9,32461,0,0,0
0,9,3617,0,0,0
1,9,NA,1,0,1
0,9,55385,0,0,0
1,9,13582,0,0,0
0,9,9398,0,0,1
1,9,19582,0,0,1
0,9,9145,0,0,0
1,9,13037,0,0,0
0,9,203883,0,0,1
1,9,32250,0,0,0
0,9,64800,0,0,0
1,9,19531,0,0,1
0,9,11787,0,0,0
1,9,35888,0,0,1
0,9,4208,0,0,0
1,9,80778,0,0,1
0,9,14891,0,0,0
1,9,905,0,0,0
0,9,7795,0,0,0
1,9,NA,1,0,0
0,9,135875,0,0,1
1,9,17176,1,0,0
0,9,4215,0,0,0
1,9,13952,0,0,0
0,9,7550,0,0,0
1,9,3852,0,0,0
0,9,9528,0,0,1
1,9,2905,0,0,1
0,9,272173,0,0,1
1,9,NA,1,0,0
0,9,34729,0,0,0
1,9,5877,0,0,0
0,9,67910,0,0,0
1,9,31332,0,0,1
0,9,7271,0,0,0
1,9,16689,0,0,0
0,9,12464,0,0,1
1,9,67304,0,0,0
0,9,15782,0,0,0
1,9,55023,0,0,0
0,9,38565,0,0,1
1,9,13782,1,0,1
0,9,17683,0,0,1
1,9,7847,0,0,0
0,9,11297,0,0,1
1,9,4602,0,0,1
0,9,NA,0,0,0
1,9,12905,0,0,0
0,9,14946,0,0,1
1,9,NA,1,1,0
0,9,21492,0,0,1
1,9,4241,0,0,1
0,9,47076,0,0,0
1,9,NA,1,0,0
0,9,NA,0,0,1
1,9,19615,0,0,1
0,9,NA,0,0,1
1,9,18270,0,0,1
0,9,10804,0,0,0
1,9,134452,0,0,0
0,9,NA,0,0,0
1,9,28429,0,0,1
0,9,7002,0,0,0
1,9,61282,0,0,0
0,9,28889,0,0,0
1,9,12103,0,0,1
0,9,12741,0,0,1
1,9,45205,1,0,1
0,9,6408,0,0,0
1,9,8544,0,0,0
0,9,27949,0,0,1
1,9,NA,1,0,0
0,9,3345,0,0,0
1,9,22528,1,0,0
0,9,5817,0,0,1
1,9,9783,0,0,0
