age,open,extra,neuro,gender,state,bkg_amt
28,5.376387250868444,4.047659497634772,5.493351490826322,F,B,319.45385774696445
41,7.0652641693541955,7.588397028075644,6.8175964844821015,F,B,211.5328420841676
26,3.8906257215655646,4.84197043541294,NA,M,C,297.65638771361
29,5.2376989838131145,NA,5.385903563122257,M,A,298.3470492000523
42,4.812225818459753,5.304944306206653,6.128235963894483,F,B,182.28284188364205
33,2.4183584161735117,5.994007625169299,NA,M,A,316.0299319462377
27,4.207662201598876,NA,NA,F,NA,208.94316037333297
45,8.36155222737147,NA,NA,F,NA,256.7116567717297
48,7.734147889765009,NA,7.520914077008717,M,NA,253.53692320135409
28,4.997268897886956,6.107595120755416,6.860783551601162,F,A,330.3043073315807
26,1.6347759202893082,4.697253333228024,5.232056936456988,F,B,191.55402270285228
54,6.5879335706041635,1.8383597380023176,NA,M,NA,NA
16,2.816683762613848,4.402283257686867,NA,F,A,256.33922432928273
25,4.3788112161800585,NA,5.138574891528831,M,NA,194.6010825611789
28,3.045090532976683,3.881457856070262,NA,M,B,210.35405087764403
21,4.827936771699629,NA,7.393332004993201,F,B,200.34838612949926
27,4.932044915962361,NA,NA,F,C,155.2653753522424
50,3.4064616330263897,NA,6.607433970166675,M,A,NA
38,5.984513275372983,NA,5.377570570137862,F,B,110.73104446964211
28,2.922535023788855,NA,NA,F,NA,203.4975060153457
45,5.884724944428346,5.59083133855098,5.054820558002632,F,C,69.80346070324363
17,3.3728203967439665,5.705655336765695,5.235708865854221,M,A,247.88850723491947
44,5.644020137030206,NA,NA,F,NA,324.49470199681224
29,5.486482417747329,NA,NA,M,NA,302.8639278655043
50,1.8519173413244356,NA,NA,F,NA,NA
41,4.4820026408794345,NA,6.733486765013957,F,A,167.41895627152027
27,2.9307257105082987,2.4878862878684136,NA,M,C,194.982600087403
53,3.5359173008838702,8.565331270763249,NA,F,NA,NA
35,5.858944434241467,NA,NA,M,C,486.2749035469483
47,3.4526105925914923,4.386842797828014,7.712928192368867,F,B,134.4895600548145
23,6.093390915154105,6.943951374158511,NA,M,NA,273.88622208088395
47,4.138190142130022,NA,NA,F,C,141.2403512459498
21,6.632483912910999,NA,5.977064612827056,F,B,188.15094565290113
45,6.618169063834211,6.490237987864037,NA,F,B,96.07782076003983
47,7.860023000362583,NA,NA,M,NA,183.91289535845317
40,10,2.4823936128625537,5.960182400924301,F,NA,196.6163156527603
27,5.46700646691266,NA,NA,F,C,442.8221760120863
29,6.287414402513141,NA,NA,F,B,266.5279357295911
48,6.982546950832969,0.8839537800648891,6.224238245715458,M,C,229.81131230860174
49,7.881692651224196,2.788941714853036,NA,F,B,NA
43,7.1751092665788265,6.862409014290103,NA,M,A,90.48844778490704
39,2.395383292563102,NA,7.123709168524375,F,B,271.35981672443694
39,5.165574133414833,5.940876898965272,NA,M,NA,215.93388513213804
25,6.923103425005426,5.657049172828386,NA,F,B,204.49534611048904
46,7.67506707187902,1.3631440226998182,5.370487863224322,M,C,193.07849873408261
20,4.382003323404222,2.2642721397721157,8.175932103420486,M,A,231.47095452448713
30,5.22506545860045,4.171367269208136,5.645640667902983,F,C,198.98195946668235
23,0.99721099822791,6.336950091340195,NA,F,A,211.97376645941966
43,3.015420099129428,NA,6.964922732193381,F,C,133.80493254608663
36,8.817482875023265,4.216693404947571,NA,M,A,294.7430577279528
22,2.967668865841871,NA,5.335271109166481,M,B,291.8803346930255
22,7.247525259592717,5.567473130681612,NA,F,B,323.2263738688467
26,3.9184002825154485,5.296273938536384,7.336105084439957,F,A,211.14622604887134
24,4.81262619343373,1.860714687987504,NA,M,B,193.7119847416808
23,4.86848268434464,7.765983385882837,NA,M,C,363.91063574354354
50,3.791746046973228,3.2700925926865274,5.682751625852281,M,NA,NA
26,2.426178525338269,NA,NA,F,NA,266.8320238416478
20,7.076087527287553,9.85108261821721,8.632089222813722,F,B,355.24999003733353
18,3.0900969794487967,NA,8.275386572833433,M,NA,349.1573326491532
28,4.63341268344174,3.842093299549294,6.4298645614167675,F,A,227.01121806299986
37,4.62406206774247,6.006469698104674,NA,F,NA,144.05387642158854
20,7.0849269589,NA,5.814959798769654,M,B,175.94803872134088
43,4.021324731753873,2.8770560320750387,NA,F,A,164.19322260271335
25,6.072205591436262,4.647953085154792,NA,F,C,201.6750798029173
22,5.106310858124801,NA,NA,F,B,221.98986155912735
44,4.489316883955993,1.5990414790823757,7.1363414068945055,F,A,97.17085023504234
32,6.241163042383027,6.821202208219191,7.792330987152442,M,NA,256.40398001577347
30,1.92254030260042,NA,8.889771263659416,F,A,184.94327396282313
20,4.9992530200836685,5.981820019318311,NA,M,C,253.9463390875424
44,4.3598967445271075,NA,NA,F,C,34.192453397026085
27,5.746812774326645,NA,5.449271369490635,F,C,185.56178904421395
18,2.9164103841403355,NA,NA,F,C,215.0761406492125
23,5.861436620007987,5.550974385164114,NA,M,A,287.5116866482533
47,3.2833616744103518,4.377995544619233,NA,F,NA,207.72955805827664
47,4.67005850758638,NA,6.9804664422501865,F,NA,160.98039674591445
46,5.936926905827034,2.5085393903339663,6.124340190530562,F,NA,134.0421658696819
26,5.5600589872290165,NA,NA,F,C,336.0481953453762
29,3.4151570262173,7.458106249333022,6.677358950726786,F,A,224.72148357347146
48,0,NA,7.161165613930146,F,NA,183.54029499617027
39,7.057869716190599,NA,NA,F,NA,165.3194745651786
24,5.83455104817552,6.431267047395646,5.500268032501892,F,A,424.38495322799804
44,6.024201612015322,NA,NA,F,A,255.9399816464689
25,6.320799906587139,NA,9.564476443074202,M,A,162.3278280310488
50,8.767611273961993,2.469938520862198,NA,M,C,NA
28,5.444408940436174,NA,NA,F,B,239.7295215126041
45,5.500057723598295,4.869029337902175,NA,M,NA,255.4060837576377
31,5.302914599483288,NA,5.4215707530499495,F,NA,212.2160472481884
35,4.085207113848525,3.1694481955166487,6.1346163431150345,M,NA,58.54435236548342
41,4.861935024436804,NA,NA,F,NA,15.877036066503795
45,4.401228973578151,4.659688479982244,5.354633005334752,F,C,275.1601719017411
22,4.086187890490479,3.0854159350834793,5.1877324181555045,M,NA,140.9981987181293
49,6.389125884835325,4.153372296339041,5.75559834090019,F,NA,NA
43,5.283159142256794,4.555174160032309,6.348332622652187,M,NA,285.43003912824037
39,3.1984672314300546,NA,7.2535737614515305,M,A,114.41914819424109
41,4.8153797887676095,2.8314954063885134,NA,M,A,214.4435198583878
22,2.1041693297045523,7.229789393336832,5.136437997078661,M,B,356.51538832240044
49,3.5109935849399143,4.148738206985382,NA,M,NA,NA
23,5.893227062014223,3.4927415170586156,5.435807986653291,M,C,282.5157524788423
46,6.631748153564458,2.72102187552703,6.094682348692087,M,NA,172.30119229278856
46,6.490561864382009,NA,NA,M,C,243.02605025102793
29,5.878772798185785,5.076211438535562,NA,F,NA,231.98520114691564
26,6.206570935166448,6.183394162852137,NA,F,C,241.64700505168082
38,8.774824809879224,6.39102137417975,10,M,NA,197.29406302283132
45,3.674428787943982,6.8850146190076735,NA,F,A,249.6496003795714
30,5.804354585235853,6.587931973763518,7.949658453102192,M,C,214.7627810047208
47,8.743068340609488,7.195735903216772,NA,F,C,293.41288233626585
16,1.971874796328832,4.2575685347740135,8.117414335408146,M,A,184.92203979722575
39,5.184627506534152,NA,NA,M,NA,347.8474109184197
29,5.165748066768161,NA,NA,F,NA,269.679701654365
27,4.143081073485536,7.052274970184911,NA,M,A,339.48689844215585
39,2.1379111185866857,NA,5.835764349918017,F,NA,121.17232361494601
28,5.7289527099336395,5.6145359213871675,6.295798943464974,F,B,201.85024281295793
45,5.087385751592953,4.190528533914715,NA,F,NA,236.18824828758224
24,2.275737183286348,5.660389958260996,NA,F,A,268.66618034896743
20,2.995499768552374,NA,NA,M,NA,311.3228871643077
41,5.3773048234725485,4.423119172722336,NA,M,NA,273.1705310832241
15,6.975878953125478,NA,NA,F,A,186.46777811981516
24,4.017009318300428,NA,5.662804135797495,F,C,204.6527971435012
49,5.936289793200945,8.015433059072178,NA,M,NA,NA
24,2.744830565365131,6.490399382361282,NA,F,C,229.92262053908888
55,4.290081834315099,NA,NA,M,NA,NA
29,5.550971839612946,NA,5.471765668127833,F,C,269.8812784180386
40,5.259659495046353,NA,NA,M,C,171.9713010546449
42,1.6084280168363478,NA,NA,M,NA,187.335878414508
45,5.214007590564422,NA,NA,M,C,172.0545908742436
44,8.891966973323989,6.082638090920894,NA,F,C,155.29830726883722
22,3.4590660898439456,0.9504516504523748,NA,F,C,168.7175725377516
22,8.384970548193994,2.8623656213852215,8.382638587902898,F,C,218.06093765816638
46,6.11652669706155,NA,NA,M,B,59.799554816268284
33,9.132711726979636,9.56799297365339,NA,M,B,276.42657779817296
31,5.00780400421802,NA,NA,F,B,225.3156368050485
37,7.584756967068261,3.8774038163314257,5.174355977039243,F,C,223.02800825964027
25,7.692694908721796,2.793319837679808,NA,M,NA,242.51935008331156
44,5.4145383325486325,NA,6.70732745656858,F,NA,320.0679423927186
44,8.595587681872141,5.397132739429814,5.330657212751809,F,NA,251.75616765896723
52,4.033845790844231,4.385184239650683,7.428741627204733,M,B,NA
39,2.2822271792935487,5.011606890459722,5.027575464984652,F,B,182.8529068937111
15,6.9073446213389165,7.775032807316778,5.623031378340207,M,NA,314.80885898073115
29,8.565747727306684,6.350351756273781,6.274774238170576,M,NA,345.78748928847835
38,4.55426298377699,4.3516543745960785,NA,M,NA,280.80319099408524
21,7.953843626795122,5.511079414584566,NA,F,NA,354.05325081453253
44,5.143268372779775,6.338671540266949,5.273828482082263,F,B,102.2891294235936
48,6.580757709975172,6.719468732732792,NA,M,NA,197.16930451299086
12,6.055081823135949,2.4429863027039587,6.04338940358097,F,NA,159.5895147462102
31,6.4411956201022225,NA,5.835701670422957,F,NA,211.64879992168525
40,5.587092207271933,6.866017669361797,8.226098746835358,M,B,170.31922362274094
48,4.823904354835826,NA,NA,F,B,147.7705587817411
22,6.206317788288253,5.398966700941831,6.089335496006174,F,C,293.256460300352
46,1.6161331122802411,5.193123502097428,NA,M,B,259.27411985627043
44,7.193429725134404,2.2374176583917236,6.495103284333392,F,A,185.89454640694055
38,8.732810103214698,6.254949262850145,6.311975131277215,M,B,118.17049614703673
14,3.160063846320729,NA,7.720373879821413,M,A,71.42210962813665
46,5.704590004375381,3.471960300178279,NA,F,NA,106.055244275635
53,1.8611231250287013,NA,6.487408577319059,M,A,NA
54,2.9267651999127966,7.90405275131441,NA,F,B,NA
33,3.22743518840276,4.052067797357039,8.905892102382694,F,B,131.02213161695005
25,3.623154674942798,2.7022216976579716,7.125063393378774,F,A,235.05254951197006
32,4.976937517422048,7.933867825696504,6.589133785269597,F,B,358.2196752014008
45,6.524711903437143,2.873512629115052,7.042126699121896,M,NA,225.9915184038649
20,3.921984643158912,6.883596011926147,NA,F,C,224.18578306328752
52,6.366275456496263,NA,7.8329099002139735,F,NA,NA
23,4.215914456273511,3.227421363443913,5.951317935554741,F,A,240.7570252552989
34,3.6318066188589535,4.459029622618486,NA,M,A,241.44042792437864
27,4.635353591119168,8.718864675798416,5.810664051364757,M,B,136.8215415169029
25,3.97828286249218,NA,6.483945000589263,F,B,75.94359330759477
19,3.178308895043256,4.882249644919501,NA,M,B,167.4327678482955
49,3.316683407073679,4.340187984574128,NA,M,NA,NA
44,3.13905503984167,3.8869037821590973,6.391824279734244,F,B,213.2496137850773
23,2.4156813185188346,2.011527203544084,NA,F,NA,201.40314907413926
21,4.869458899878597,4.86304750315484,NA,M,C,282.332885030331
20,7.740432340749203,2.2310990313883345,NA,F,C,207.0922970524171
24,3.171985448375627,NA,NA,M,A,199.93915231648646
27,4.697352721034021,3.28395532421486,8.20818022551525,M,A,101.72152491930626
30,8.27004000256294,5.289847953366063,NA,F,NA,320.10465540045453
42,4.382540010988833,NA,NA,F,C,188.665831752263
45,6.838002912071547,NA,6.273493672325428,M,C,300.302522101894
48,6.557497427240137,7.626051545716601,NA,F,NA,350.75944800289824
44,1.1440921901434202,7.70792147155422,6.85487512088576,F,NA,372.1659491729853
42,3.7549322608703504,NA,6.888627115992456,M,A,206.4618181333799
26,3.6350884707986415,5.052302088859236,NA,F,C,375.53350570993376
31,5.9305069645780994,6.644179891080999,NA,F,B,349.6088470408999
28,7.584741265776113,6.777603260148139,NA,F,NA,228.77990591395073
40,6.811289598432137,NA,7.649632548273756,M,C,174.7996952698887
41,5.792056292499648,5.509539758197183,6.741119669082151,F,A,228.49278818764145
38,1.4776858373864727,5.7741381370888165,NA,F,B,125.19461358115572
41,6.228748391490906,2.012746014826899,NA,F,A,249.0282385587575
20,2.918820466484468,NA,NA,F,NA,225.13898420945668
24,2.7912275606463846,NA,7.053079059065095,M,C,405.5398595091621
19,3.5077322044384016,5.1301145445162115,NA,F,NA,351.73710556292053
25,3.639745354517891,NA,NA,F,C,219.04318669310496
32,7.443385805867042,2.087630712619837,NA,F,NA,160.59265126822345
23,3.81384674845532,NA,NA,M,NA,271.1518644803913
25,9.099755367529383,NA,7.196030927356898,F,C,292.7086955514932
44,6.743564469321752,5.107393975120925,NA,F,NA,262.94457490199466
17,4.153021096582133,3.3357191476443178,NA,M,C,192.18120631748624
18,3.104262429388334,4.630266741421177,7.267003558225718,F,C,179.6132539947401
20,5.493708060473758,7.201527937227633,NA,F,NA,295.7441267646662
27,4.692921784626057,NA,NA,F,A,190.45241910513948
50,10,4.1390967491588135,5.70308268433596,M,NA,NA
31,2.6501764712739093,3.2183138072812882,NA,M,B,217.3083762284386
19,7.064307142213421,4.908892045834693,NA,F,NA,236.56986880230193
47,4.105916734826569,4.230586176519457,8.591157252502494,F,A,185.416394107681
14,10,3.934492591322766,NA,M,B,459.82377717056846
33,5.6825832556536,NA,NA,F,C,214.47305440703204
51,5.019660637072844,NA,NA,M,C,NA
40,5.4380725159940155,2.140117423525114,6.263462565463177,F,NA,157.17172178252815
24,7.416744417219006,2.842142767907779,8.625831483818615,M,C,199.6027380457412
44,4.690152110969694,4.425812210580132,NA,F,B,246.87483241367127
34,7.204752423252778,5.3163170603613406,NA,M,C,287.86383870763507
49,8.497011757135683,NA,NA,F,NA,NA
44,5.4150035601577,NA,NA,M,B,261.89471482436846
28,6.562673886308392,7.289132431903945,5.936889335532718,M,C,284.50529854229785
48,3.826149159513185,4.853309193918741,7.502869300216268,F,A,217.4736541050296
17,1.441204838701697,NA,NA,F,B,242.5854407134229
44,5.269187485782094,NA,5.6180628123374765,F,NA,290.3246091197068
20,4.227859791003389,NA,NA,M,B,342.5281041485489
25,6.832297905707121,NA,5.755647912895825,M,A,409.72489978128056
51,6.752337477296927,6.441045591402351,NA,M,NA,NA
53,3.684513343826898,NA,NA,F,A,NA
20,2.446780030079436,5.44286779603082,NA,F,NA,216.5781845916662
14,5.996884577990214,0.31878916236638677,NA,M,C,155.13287233955143
45,3.5330190560941626,5.290574997560445,5.866802453509612,F,A,92.73879381071978
50,5.052019998406912,4.785666382548236,NA,M,NA,NA
28,4.947251183803116,NA,7.203864463002492,M,NA,201.64142203432337
48,3.3473491269158187,3.256099624522779,NA,F,B,168.755748667874
28,3.381384304774346,6.1652418472693515,5.389363199415657,F,C,247.7027994727791
22,6.664455164932642,4.652462306806783,NA,F,NA,217.7024525083422
26,7.577316698167875,4.693400922531824,NA,F,NA,147.15484110607946
27,2.3826184341924006,NA,5.0645231010352925,M,NA,239.67120410696177
25,3.788492957645735,9.17967513136745,NA,F,NA,474.9969923552529
45,4.402110708552582,4.21724605566232,NA,M,C,200.78405830373381
31,6.047668763376515,NA,NA,F,B,176.34869532811464
33,8.954403966531224,6.839424615186429,NA,F,A,363.71110608884453
35,3.8127382514912025,4.093290454053696,NA,F,C,223.84806460163833
38,5.446542990955289,NA,8.932814701215102,M,C,159.05207905888602
24,3.332443974851561,6.966712938201409,6.88461678925725,F,NA,245.12245615573832
31,7.646995622550449,7.175546054222273,NA,F,A,413.7090299640577
23,5.049296107737531,NA,8.297936441686021,M,NA,253.4993478638354
39,6.359215962997704,5.071127941492554,6.752885936706611,F,NA,106.57928290698675
50,3.881787022700892,4.415806338083684,NA,F,A,NA
15,9.24557762238852,5.2443843601069755,6.052271486190911,F,A,224.03923820935267
25,6.750289983173472,6.054544586751024,NA,M,C,298.1774516563315
26,5.494374158115403,NA,6.063600260395193,M,C,339.5765598862998
46,7.981823944232561,4.819366537929055,NA,M,NA,329.5079438130539
16,6.628133463189478,NA,NA,M,A,277.6657186872567
23,3.790959960424056,NA,NA,F,A,275.18424299060325
46,4.394033520150063,NA,NA,M,B,222.4999971526666
42,2.2691567838446423,4.532166780874485,NA,M,NA,292.57219837296986
48,5.493791880839729,4.437671184634796,NA,F,B,235.01337634689122
39,4.403307572302778,4.5448359982226965,NA,M,NA,279.4048381618938
25,6.239918680180688,4.610405719096252,6.136345921174191,M,NA,269.5968696304128
24,4.710649448180885,NA,5.642828422308662,M,NA,166.4357836883947
17,5.339444987671397,NA,NA,F,B,179.4136980493665
46,6.523663229237653,6.749883293520233,5.738367842862154,M,C,264.6290533916342
30,4.946041645259135,NA,NA,M,NA,168.22629526925365
19,4.848658465904137,NA,7.466890637175376,F,B,193.3693161239542
51,1.3258628270873585,NA,NA,F,B,NA
21,3.268792861682368,NA,7.929813535325657,M,C,180.192339544049
45,5.0428501877933,5.596868440396083,NA,F,A,265.3760385933305
24,7.53340539347421,3.4515580816255746,5.384681094164388,M,C,277.48388404341154
28,3.6860135926783153,NA,NA,M,C,294.93384332703846
50,6.506446442573116,NA,NA,F,NA,NA
47,5.835435919745676,6.903011500261867,6.355938401580335,F,C,312.8267189795997
19,0.7584115588502014,NA,5.756805902127505,M,C,425.49787482982356
37,5.222992327060546,4.352919289841066,NA,M,NA,155.77294597636362
23,4.475108626667653,NA,NA,F,A,245.68087033606724
48,4.898340029881211,5.239232419954624,NA,F,NA,188.94437843302384
22,7.773880603103578,1.588074850868729,5.719874070786051,M,A,243.81212487231122
23,1.3713924984648629,7.196727481153848,5.341585206405708,F,B,178.12071268519145
42,6.571970382750501,9.27973225285399,5.856639038497864,M,NA,340.8654014643917
22,1.9098164996639575,NA,NA,M,C,235.92929414449478
40,6.051417308530957,4.038638297034524,5.47283255554678,M,B,287.26925570111604
27,6.99379783049516,NA,NA,M,B,323.2171966893803
50,5.958232920357885,5.473248255167812,6.651950475736497,M,B,NA
19,4.640655896349205,NA,NA,M,B,204.21696301292707
27,9.346288978292986,2.104470358758832,NA,M,NA,224.49001510965337
24,4.611571488569557,5.1678189286799325,6.8369607925276155,F,C,121.19326410008816
47,3.068738192846854,NA,5.812510261897291,M,NA,165.31944897345525
26,8.925812112165863,NA,NA,F,B,301.08682044114113
26,6.351221497103904,NA,5.763134135042819,F,B,222.0531154484635
17,1.70048000472487,NA,NA,F,NA,224.35753523931714
22,4.479623963541702,7.836855282314332,NA,M,NA,255.73359198829917
24,3.1078595228690773,NA,7.55637506377262,F,NA,161.45075114358465
22,7.542734872537038,2.9955434090733792,6.604686405529408,M,NA,218.89634831100312
28,3.9102232456101396,NA,NA,F,B,275.6999028455529
17,6.360200866367197,3.167965957602513,NA,M,B,241.45120186209817
48,4.872747418123107,4.40725576584728,5.845774685670994,M,B,306.7203932876589
23,4.839085468260421,NA,6.057360917573344,F,NA,208.80388288653305
32,5.918462908214492,2.5915149692435735,5.402089455349824,M,NA,207.11545830689082
34,4.325464949374862,2.9206195051216772,5.8039340836054585,M,NA,206.3237557073665
20,4.465612526246936,2.08760383590276,NA,M,A,262.03186348842405
33,5.002177412691007,NA,NA,F,C,204.06404023576948
24,2.9976388278314037,3.4875346241774725,NA,M,C,174.2948124995469
28,0.3649346753886977,NA,NA,F,B,346.18650081329804
32,2.9287591447627537,8.003439047272238,NA,M,B,401.6061542462909
27,8.304002263531594,NA,NA,F,B,221.04174395728535
32,7.5153374733046805,4.69448482929753,5.015515756888257,F,C,134.7341668247758
43,7.349046780882848,4.936162924688795,NA,F,A,132.0313880671561
50,4.515194242671698,2.345491797190292,NA,F,A,NA
47,5.392525308282003,NA,NA,F,NA,75.34054509043025
20,2.2583299276067117,NA,5.546859079340256,M,NA,218.4653317799287
22,5.996025466804712,NA,6.868331617301386,M,NA,187.97679515147533
26,1.6421326606648425,5.523001740399997,NA,F,NA,311.48512122550005
23,3.623513587834366,NA,5.93813068831504,F,A,247.91865268899758
28,4.717374769644622,NA,NA,M,B,506.0937755456018
42,5.982931632232592,NA,NA,M,NA,499.2448926152563
28,4.876863530626408,5.22735061056552,NA,M,C,111.65105809630919
44,4.432340210620628,8.790568956345648,NA,F,NA,186.04426488994866
18,4.894042337003111,NA,NA,F,B,197.4399658459958
43,1.4664019615266373,4.755472746738189,7.0351998213836895,M,A,87.86860041383771
24,2.2417476487659656,NA,6.871664280511925,M,A,267.9467255895885
21,3.464650596612538,4.155959853680506,6.65728783913523,F,NA,184.75755331614624
45,3.555124526750095,NA,NA,F,B,178.05784429521302
21,4.482266919726303,NA,NA,M,NA,278.63259339990543
24,6.1251888346601735,7.898421863402479,5.617617337540641,F,B,340.77952127446633
15,4.83767860005626,4.668216952654802,NA,M,A,239.43430789127376
43,3.0491876890199414,NA,NA,M,B,276.47668411277454
44,5.59547855626831,NA,NA,F,B,300.6927943413716
19,6.441464818378982,NA,NA,F,B,180.6404390377521
25,2.6548524825060906,7.971664328601633,6.6212481036448025,M,C,183.5208746739281
18,5.080471165405922,6.516308812087537,NA,M,B,392.7667665576022
50,8.098962679338168,2.85114918008639,5.4925105695059555,F,B,NA
42,2.767259926486604,6.199501614135512,5.309794789487185,F,A,179.03655236012105
14,5.955811463878063,3.3591441516324414,NA,F,C,230.29803639124697
40,3.494812754433444,NA,NA,M,NA,204.64486247410935
40,2.7950654199962135,NA,NA,F,B,195.68191594118224
32,5.22764878049429,3.029938365547552,5.915400924172069,M,NA,240.32200899578447
35,8.617913562514374,NA,5.6364702940498965,F,B,366.07805468265263
20,4.515008374553993,6.978220477763796,NA,F,NA,292.5732384459582
22,1.4136962522768557,5.952982122346949,7.31683855076528,M,NA,253.85905416353
30,3.0762588490688736,6.16406054311979,NA,M,NA,277.48076436705793
21,3.4899907133709864,3.9484111446406773,NA,F,NA,177.49842637940034
20,4.2252452262920075,NA,5.85954259116925,F,A,238.04923017292148
33,3.903444244302462,5.062933283792918,5.144219568431002,M,NA,171.91199330832742
47,4.156131680380206,NA,6.071975197228376,M,C,167.1767548593809
24,7.194795608423528,5.960091057069588,5.891576577787772,M,A,335.9094039527784
45,7.097626145107506,3.543863169938017,NA,F,NA,205.3816347842589
35,3.874245335651895,3.282456601291,5.162664762778036,M,NA,175.7391026902808
48,5.610074498926004,NA,NA,F,NA,241.14696153331127
21,7.378692896232312,4.551300989595303,7.413230482397353,F,A,265.4072301914106
54,5.668603783324391,3.4912149080372332,NA,M,NA,NA
32,5.056641828818961,3.168749633736861,5.967412584575895,F,NA,271.50361163424316
47,7.6029653469973155,NA,5.494808517156257,M,B,187.54978882476624
44,4.003919062147128,NA,NA,M,B,272.77885826868186
51,3.8812540858910083,4.746098830179383,NA,F,NA,NA
26,5.841050075172005,6.989752838626391,6.393076737247439,M,B,105.3274415254963
39,3.0399207215156134,NA,NA,M,B,102.60259041400204
31,4.676832908379352,7.164729323797593,5.811202958081542,F,B,264.22951075384714
48,8.01953457507914,4.495475240846402,8.232543102201689,M,A,196.4861892504668
35,9.644215198878065,6.879541481934812,8.420941292775346,F,A,187.73460284963113
28,5.246051806412393,NA,5.243229840232335,F,NA,222.60003023815824
30,5.259199089939261,5.559326336815376,7.1387996194204995,F,NA,290.0482613577328
47,1.1466998649398992,6.065825889322064,NA,M,B,104.45263481202403
49,6.3639971685980425,4.046285551342048,8.23429064350167,M,C,NA
16,2.838206704955674,3.1879724431162986,NA,F,A,240.2018262217832
43,4.79230698194755,NA,6.458673511543346,F,NA,154.84212322223365
28,5.8473805535579135,NA,6.558747899330958,F,A,242.6137145975919
53,2.5064581801748482,7.026334461404508,7.328110377322243,M,A,NA
49,8.533980465393348,7.224446643804814,6.586017327415637,F,NA,NA
40,5.835695173638797,NA,NA,F,B,321.444354412904
30,7.8485202968845,NA,6.598857329279812,M,A,362.00334477194986
48,3.7683759956609806,NA,5.89091346210595,M,NA,158.65161946104877
29,3.460616670378288,4.9548099631361,5.021848944210829,F,B,251.8493336045541
24,8.993143872137026,NA,NA,F,NA,218.3334219902032
30,5.254777336597732,5.965121122815135,NA,F,A,292.44012086512396
22,5.79242961903979,7.093083141194411,NA,M,C,290.9806827621465
27,8.268248983680545,3.7998196667541535,NA,F,NA,141.707518871681
44,5.003029358559294,3.6375986839586236,5.397644110865237,M,B,240.5856951013874
27,5.73209098749504,4.049090535918268,NA,M,B,162.85767588389726
28,6.318805606583401,6.261407753740515,NA,M,NA,283.75940273260437
24,2.5107312750245523,NA,5.967062148411843,M,A,176.94443799811089
25,4.723085379521981,4.124953132127855,5.370948681690653,M,C,262.59783534253864
34,3.508535855660082,5.1191694001152435,NA,M,A,358.8794471963612
36,8.450896318139455,NA,5.6777191841168815,F,B,247.03779537381325
30,4.314377018917783,5.233323701418605,NA,M,NA,151.16003313399628
44,6.19097571684913,6.643681970135022,NA,M,A,194.27982485472285
28,4.91622496909893,NA,5.174201010922295,M,B,202.14794470819797
46,6.009524631605065,8.294918599092608,NA,F,A,222.3955712482098
16,5.555450660193882,8.252318466752142,5.24336541301936,M,C,380.1085227784648
40,6.038378177210459,9.909939528035732,6.948746349190574,M,B,180.4566235777284
24,4.07661194210595,6.487566418153781,5.47062887179847,F,B,231.33723972468385
50,5.054212365940735,NA,5.485613143466637,F,B,NA
35,3.2178678618110914,4.522568765815233,NA,M,NA,218.89404699307462
19,4.040162064619129,NA,6.937243343988456,F,A,184.2574704664185
44,6.799044248476655,5.9830885734965715,6.987493375350526,F,C,243.5317230467057
23,5.633875877684866,5.83078234100362,8.05468008590678,F,C,145.87098158556813
41,4.950608855320803,NA,5.703778480718372,F,A,207.92412394322253
22,4.262614049092586,6.585888389306065,5.858422908210135,F,A,287.9107692912939
58,2.9288844690692923,NA,NA,F,NA,NA
19,7.2847158448032054,NA,NA,F,NA,301.3868799453009
26,4.859951501237783,5.744450007912372,NA,F,B,197.18809409204704
27,5.300115841957986,5.299171437737382,NA,M,C,277.35145988419936
24,8.172419082128496,5.852630470944788,NA,F,A,377.38286079254084
17,4.633426554938356,3.5611351333203176,5.5097280642160085,F,A,196.03101088335117
23,6.891407831971053,3.4445115674600064,NA,F,A,200.18340673055945
40,1.3067257861904458,NA,NA,F,B,257.15517337906726
21,6.4921627991606545,6.170467617568634,NA,M,C,334.4988235658583
22,7.697726474199224,4.172705910204747,5.66795601504646,M,A,295.0848860027424
19,4.257406814208222,6.800090365931922,5.024242082539748,M,NA,98.60577468678889
44,6.307606873906384,3.2921569086747944,5.201079950297049,M,NA,133.61965862638644
48,5.164166224129901,NA,NA,F,NA,27.606046603679697
41,4.780061928501715,2.87145926804421,6.588814054243308,F,NA,206.2806032497697
30,5.7475687872549255,6.341735585821089,NA,F,A,126.34553225975253
24,6.9291077313769405,4.660750732603289,5.680689175170739,F,NA,252.47260345446136
54,6.489363023904554,NA,6.204299646874484,F,B,NA
21,4.156072630431542,NA,6.493497948662362,F,NA,207.71501801083303
26,4.72501748887983,5.581417059416285,NA,F,B,140.59781222386874
25,1.4971851069936366,4.108185748445754,NA,M,B,114.97749553591458
16,5.806388961404394,6.553118455503856,NA,F,B,255.87683772055874
16,6.364276719462111,5.446081690807274,5.113279017686079,F,A,281.8015499070681
28,4.254907768547105,4.298824776865357,7.975475469755213,M,A,336.7526515171825
13,4.683119087242584,5.470276943465872,NA,F,C,267.70593041594555
47,4.673129547593341,NA,NA,F,B,161.32194175591064
33,5.083782977658681,NA,5.409157951528422,M,NA,203.47102823832583
17,5.279546364169467,NA,7.3904227798054904,M,C,229.55540739956393
